ID,PRODUCT,SLOGAN,DESCRIPTION,CHARACTERISTICS,LISTA_URL,amenities,anal,BDSM,femenino,masculino,juguetes,lenceria,muebles
0,PACHA,succionador y vibrador punto g,"como casi todo el mundo sabe, el succionador arraso en el mundo del placer, y tuvo y tiene sus años de gloria. el placer empieza a estar de moda y por eso no paramos de venir con novedades que te haran ir cada vez mas lejos.pacha es un juguete muy completo que abrazara tu vagina y tu vulva acoplandose especialmente bien a tu anatomia. un estimulador por ondas, o succionador como mas comunmente se conoce, y un vibrador ahuevado para introducir en nuestra vagina en el mismo juguete. si no sabes si decidir entre la estimulacion interna o externa, ¿por que no tener las dos a la vez?estos vibradores tienen una silueta suave y forma una curva que se adaptara a nuestra zona pelvica permitiendo una estimulacion doble, tanto en nuestro clitoris como en nuestro punto g. el estimulador de ondas de pacha no es como los demas succionadores, pues su programacion de nueve frecuencias diferentes tiene programas de baja intensidad y algunos que juegan con dejar espacios sin nada. el succionador de pacha pone el foco en alargar la fase de la excitacion previa al orgasmo. es un succionador que por su programacion no sobreestimula el clitoris, sino que respeta sus tiempos y le da una de cal y otra de arena.ademas tiene una asa justo en la parte de la articulacion, y esto es toda una novedad, ya que hace que un juguete que es, aparentemente, de posicion fija, se convierta en un juguete movil con el que podremos jugar a juegos de entrada y salida. tambien nos permitira acomodar el estimulador de ondas en la zona donde queramos de una manera facil y manejable, independientemente de si nuestro clitoris esta mas abajo o mas arriba.otra ventaja que nos ofrece el asa es la posibilidad de retirarlo en los segundos posteriores al orgasmo para evitar cualquier molestia. el asa tambien es un gran aliado de nuestro amantes, pues tendran un grado mas alto de participacion a la hora de jugar con nosotras y nuestros juguetes.recibiras besos tiernos y placenteros en tu clitoris, asi como vibracion en tu interior. se trata de un vibrador punto g con el que podras elegir entre 9 patrones de vibracion en la zona del dildo y disfrutar de la estimulacion interna y externa a la vez, que es toda una delicia. el hecho de que podamos estimularnos por ambas zonas al mismo tiempo hara que tengamos un orgasmo interconectado y sera mucho mas intenso.los orgasmos intensos no solo nos interesan por el placer en si, que tambien, sino porque hacen que los beneficios de los mismos se potencien, asi pues, tendremos la piel mas brillante, estaremos de mejor humor, disminuimos el estres y favorecemos el sueño.","Vibrador con succión sónicaMedidas: 13 cm largo, 3.5 cm anchoMateriales: Silicona de grado médico + ABS2 horas de uso continuado120 minutos para una carga completa9 modos de vibración9 modos de succiónSumergible IPX7Recargable (cargador USB incluido)SilenciosoCómo se usa PACHA, vibrador succionador Punto G.Puedes empezar utilizando la vibración para poder activar el circuito de placer; con la misma vibración podrás despertar al cuerpo y avisarle que se prepare para recibir placer.Para comenzar con la estimulación doble, te recomendamos que introduzcas primero el dildo en tu vagina y luego acomodes la parte del clítoris. No todas tenemos el clítoris en el mismo sitio, así que tómate el tiempo que necesites para hacerlo coincidir y usa el asa para poder acomodarlo lo mejor que puedas. ¡No tengas prisa!Ya sea porque has probado los succionadores de clítoris y quieres nuevas sensaciones, o porque te quieres lanzar a la piscina, has de saber que estas funciones son independientes. Poniendo al revés este juguete, podremos usar solo la parte del succionador y combinarlo con una penetración en pareja.No olvides acompañarlo con tu lubricante a base de agua preferido, como Desliz!, y limpiarlo antes y después de cada uso con agua tibia y un jabón neutro, o un jabón bactericida como Limpín. Sécalo bien antes de guardarlo y mantenlo alejado de otros juguetes, por ejemplo en una de nuestras bolsas de satén. ",https://www.amantis.net/pacha-succionador-y-vibrador-punto-g/,False,False,False,True,False,True,True,False
1,PROSTARUDO,estimulador prostático con cabeza rotadora,"¿todavia no te haces una idea de que tiene de especial este estimulador prostatico? su cuerpo, fabricado enteramente en silicona de grado medico, esta coronada por una cabeza que gira y gira sin descanso para despertar el placer de tu prostata, el conocido como punto p o punto g masculino.sus 9 patrones de rotacion combinada con vibracion no te dejaran indiferente. humedecelo con tu lubricante bacanal y siente su poder en tu interior y en el perineo. aprovecha que puedes usarlo de manera manos libres para estimular otras partes de tu cuerpo... o de tu pareja. ¿vas a probar a nuestro prostarudo o vas a seguir dandole vueltas?","Estimulador prostáticoMaterial: silicona de grado médicoMedidas: 7.9 cm de ancho x 12.7 cm de largo (10 cm penetrables). 2.7 cm de diámetro máximoVibración: 9 modos combinados con rotaciónSumergible IPX7Recargable cable USB incluidoColor: negroLimpieza y conservación: Recordamos que el uso de lubricante es imprescindible para cualquier práctica anal (siempre con base de agua al utilizar juguetes de silicona). No olvides lavar tus juguetes antes y después de cada uso, con un limpiador específico con acción desinfectante y bactericida, como nuestro spray limpiador Limpín. Todos los juguetes deben estar separados entre sí, en un lugar fresco y seco; para ello puedes utilizar nuestras bolsas de terciopelo en diferentes tamaños. ",https://www.amantis.net/prostarudo-estimulador-prostatico-cabeza-rotadora/,True,False,False,False,False,True,True,False
2,RABBIT CLASSIC,un clásico con doble estimulación,"presentamos el rabbit classic, tu nuevo compañero para una exploracion intensa y completa de placer dual. este juguete es la puerta de entrada al mundo de la doble estimulacion, punto g y clitoris, diseñado meticulosamente para ofrecerte experiencias inolvidables:doble estimulacion: experimenta la combinacion perfecta de estimulacion interna y externa, diseñada para acariciar y explorar todos tus puntos sensibles con precision.material de alta calidad: fabricado en tpr suave y seguro, este material libre de ftalatos y olores es amable con tu cuerpo, asegurando un placer sin preocupaciones.texturas y movimientos unicos: con puntos y estrias estrategicamente ubicados para maximizar tu placer al entrar y salir, ademas de una cabecita que gira explorando tu interior.variadas opciones de placer: ofrece 5 modos de rotacion en dos direcciones distintas, junto con 5 velocidades y ritmos para estimulacion clitoriana, permitiendote personalizar tu experiencia hasta alcanzar el climax deseado.dimensiones satisfactorias: con una longitud total de 21,5 cm y 12 cm insertables, y un diametro de 3,3 cm, esta diseñado para satisfacer sin abrumar, ideal para quienes se inician en el placer dual.resistente al agua: salplicable, perfecto para aventuras acuaticas en la ducha o la bañera, incrementando las posibilidades de juego y placer.energia eficiente: utiliza 4 pilas aaa (no incluidas), permitiendo un uso prolongado y facil reemplazo.cuidado y mantenimiento: asegura la durabilidad y la higiene del juguete usando solo lubricantes a base de agua y limpiandolo con productos especializados o agua tibia y jabon neutro antes y despues de cada uso.sumergete en una experiencia de doble placer con el rabbit classic, diseñado para llevarte a un viaje de descubrimiento y satisfaccion. preparate para explorar el pais de las maravillas del placer, guiada por este simpatico conejito que promete momentos de gozo intenso e inolvidable.","utiliza 4 pilas AAA (no incluidas) salpicable fabricado en TPR, sin ftalatos longitud: 21,5 cm, 12 insertables diámetro: 3,3cmNo olvides usar solo lubricante de base de agua ni limpiarlo antes y después de cada uso con Limpín o agua tibia con jabón neutro. ",https://www.amantis.net/rabbit-classic-doble-estimulacion/,False,False,False,True,False,False,True,False
4,BISOU,besos por ondas de succión con la mejor vibración,"en amantis tambien tenemos nuestros favoritos, y hemos de admitir que estas ante uno de los juguetes que mas acogida tienen entre la gente que nos visita. y no nos sorprende porque bisou lleva en abrazando vaginas mucho tiempo en amantis y todo el que le queda. ya se ha convertido en uno de nuestros clasicos, y como sabemos, los clasicos nunca mueren. bisou es un juguete muy completo, versatil y flexible. un estimulador por ondas, o succionador como mas comunmente se conoce, y un dildo ahuevado para introducir en nuestra vagina en el mismo juguete. si no sabes si decidirte entre la estimulacion interna o externa, ¿porque no tener las dos a la vez? este juguete tiene una forma suave y forma una curva que se adaptara a nuestra zona pelvica permitiendo una estimulacion doble tanto en nuestro clitoris como en nuestro punto g. recibiras besos tiernos y placenteros en tu clitoris asi como vibracion en tu interior. podras elegir entre 9 patrones de vibracion en la zona del dildo y acomodar su diseño estriado haciendo que su relieve coincida con la zona que a ti tanto gustito te da. el hecho de que podamos estimularnos por ambas zonas al mismo tiempo hara que tengamos un orgasmo interconectado y sera mucho mas intenso. los orgasmos intensos no solo nos interesan por el placer en si, que tambien, sino porque hacen que los beneficios de los mismos se potencien, asi pues tendremos la piel mas brillante, estaremos de mejor humor, disminuiremos el estres y favoreceremos el sueño.","Vibrador para punto G y movimiento de lengua para el clítoris independientesVibración: 9 modosRecargable (cable USB incluido)Sumergible IPX7Material: Silicona de grado médicoMedidas: 13.3 cm totales de largo / 9.3 cm totales de anchoDildo: 10.5 cm penetrables / 3.5 cm diámetro máximoBoquilla con lengua: 1.75cm de diámetroLengua: 9 modos¿Cómo se usa el vibrador con succionador BISOU?Puedes empezar utilizando la vibración para poder activar el circuito de placer, con la misma vibración podrás despertar al cuerpo y avisarle que se prepare para recibir placer.Antes de que tu clítoris esté preparado para recibir la succión, te sugerimos que lo estimules con la vibración, si vas directa al grano, quizás las sensaciones sean demasiado intensas. Cuando más excitadas estamos, menos sensible es nuestro clítoris y más deseoso está de recibir cualquier sensación que se presente.Para comenzar con la estimulación doble, te recomendamos que introoduzcas primero el dildo en tu vagina y luego acomodes la parte del clítoris. No todas tenemos el clítoris en el mismo sitio, así que tomate el tiempo que necesites para hacerlo coincidir.Ya sea porque has probado los succionadores de clítoris y quieres nuevas sensaciones, o porque te quieres lanzar a la piscina, has de saber que estas funciones son independientes. El dildo se dobla de manera que podremos usar solo la parte del succionador y combinarlo con una penetración en pareja.No olvides acompañarlo con tu lubricante base de agua preferido, como Desliz!, y limpiarlo antes y después de cada uso con agua tibia y un jabón neutro, o un jabón bactericida como Limpín. Sécalo bien antes de guardarlo y mantenlo alejado de otros juguetes, por ejemplo en una de nuestras bolsas de satén. ",https://www.amantis.net/bisou-besos-ondas-succion-la-mejor-vibracion/,False,False,False,True,False,True,True,False
5,KUCHI,minisuccionador sónico,"kuchi ¡pero que monada de succionador de clitoris! es tan mono que querras llevartelo a todas partes... ¡ah! espera... ¡que gracias a su tamaño compacto podras hacerlo! si te apetece usarlo mientras tienes penetracion no se interpondra entre tu y tu acompañante... y como es sumergible podras usarlo hasta en la bañera.tu nuevo compañero tiene una boquilla de silicona blandita, y otra extra que cubrira mas espacio cuando lo apoyes contra ti, para que sea como sea tu cuerpo, kuchi pueda hacerte temblar.su boton unico de facil manejo y sus 9 modos de potente succion combinados con la suavisima vibracion de su motor lo hacen infalible contra esos ratos de aburrimiento.¿vas a dejarte deborar a besos con kuchi?","Succionador sónicoMaterial: silicona médica y ABSRecargable mediante imanes (cable de carga incluido). Tiempo de carga 1.5h, tiempo de uso continuado 1-1.5h Sumergible IPX7Silencioso <40 dbsMedidas: 10.2 de alto x 3.8cm de profundidad.Colores: Negro, púrpura o fucsiaLimpieza y conservación:  Utiliza tu lubricante con base de agua favorito para cualquier tipo de juego sexual y obtener así la mejor experiencia. No olvides lavar siempre tus juguetes después de cada uso con un limpiador específico como nuestro spray limpiador Limpín. Te recomendamos mantener los juguetes separados entre sí en un lugar seguro y seco. Puedes utilizar nuestras bolsas de satén en tamaño pequeño. ",https://www.amantis.net/kuchi-minisuccionador-sonico-amantis/,False,False,False,True,False,False,True,False
6,PARADISE,succionador de clítoris con lengüita y dildo móvil,"cada persona concibe el paraiso de una manera diferente, y no todos los juguetes son para todas. pero hay algunos juguetes que simulan diferentes escenarios gracias a sus multiples combinaciones de uso, y por ello son para un publico mas amplio. ¡no hay fallo! paradise es uno de ellos, un todo en uno, un vibrador del que no te cansaras porque cada dia se te ocurrira una nueva manera de usarlo. cuenta con dos extremos, uno de ellos con un succionador de clitoris con una pequeña y fina lengüita en vertical que acariciara tu clitoris suavemente con 9 velocidades, desde lo mas suave hasta lo mas cañero. en el otro extremo encontraras un dildo abombado y levemente estriado con 9 patrones de vibracion para estimular tu punto g. como se utiliza el vibrador succionador paradisela parte del centro completamente flexible nos permite colocarlo completamente recto o tambien adaptarlo a la forma de tipo c. es decir, que podremos estimular la parte externa de la vagina y la interna de manera simultanea o de manera alterna, ya que paradise se adapta y se queda fijo en la posicion que tu lo quieras mantener. habla con tu amante y dile que quieres hacer un trio, y saca a paradise. gracias a sus multiples combinaciones y flexibilidad es el compañero perfecto de nuevas y creativas posturas. paradise esta preparado para dar estimulaciones conjuntas, placer a dos personas a la vez, un nuevo paraiso. para sacarle el maximo partido a paradise y que todo fluya y resbale, te recomendamos siempre usar uno de nuestros lubricantes a base de agua como desliz!. ya que paradise tiene muchisimas funciones es un gran regalo si no conoces demasiado los gustos sexuales de la persona en cuestion. ¡acierto seguro!","Medidas: 11,2cm x 3,6cm x 2cm Material: silicona + abs 9 modos de vibración Tipo de carga: mediante cable USB (incluido) Sumergible IPX7 Color: Fucsia y morado Recomendaciones de uso, limpieza y almacenaje: No olvides limpiar antes y después de usarlo con agua tibia y un jabón neutro, o un jabón bactericida como Limpín. Sécalo bien antes de guardarlo y mantenlo alejado de otros juguetes, por ejemplo en una de nuestras bolsas de satén. ",https://www.amantis.net/paradise-succionador-clitoris-lenguita-dildo-movil/,False,False,False,True,False,True,True,False
7,RABBIT,plug anal con pompón de conejito,"rabbit: tu puerta a un universo de sensaciones descubre rabbit, no solo un plug anal, sino un compañero en tu viaje hacia el placer y la autoexploracion. diseñado para armonizar con tu cuerpo, rabbit combina confort y estilo con su delicado pompon, agregando una dimension ludica a tus momentos de intimidad.transforma tu experiencia, explora nuevas facetas rabbit no es solo un juguete, es un catalizador para liberar tu creatividad. perfecto para sumergirte en el papel de personajes traviesos o aventuras de rol, su pompon aporta una mezcla unica de sensualidad y fantasia."," Únicas para Placer Sin LímitesDimensiones del plug: Longitud 6.6 cm, Diámetro Máximo 2.8 cm.Longitud del pompón: 9 cm.Material: Pelo sintético de alta calidad.Peso ligero: 38g.Incluye bolsa de satén para almacenamiento y protección.Un Juego de Sensaciones a Tu Alcance Permítete ser seducido por la suavidad del pompón de Rabbit, ideal para despertar tus sentidos antes de la acción principal. Siente su roce en diversas partes de tu cuerpo, elevando tu nivel de excitación.Controla el Clima de tu Placer Aprovecha el metal de Rabbit para jugar con temperaturas. Refrigéralo para un escalofrío excitante o sumérgelo en agua tibia para una sensación más envolvente y acogedora.Mantenimiento y Cuidado Maximiza tu experiencia con Rabbit utilizando tu lubricante anal preferido. Para mantener su higiene, lávalo con agua tibia y jabón neutro antes y después de cada uso, o elige nuestro Limpín Bactericida para una limpieza profunda.Rabbit: No solo un Juguete, sino una Aventura Sensorial Completa Prepárate para explorar un mundo de placeres con Rabbit. Más que un juguete sexual, es tu compañero en un viaje de descubrimiento, juego y sensualidad. Ver características y medidasTamaño plug L: 6.6cm Max Dia.: 2.8cmLogitud pompón: 9cmFabricado en pelo sintéticoPeso 38gIncluye bolsita de satén para su conservación.Limpiar antes y después de cada uso con agua templada y jabón o con Limpín Bactericida ",https://www.amantis.net/rabbit-plug-anal-pompon-conejito/,False,True,False,False,False,True,True,False
8,Kit de 3 Plugs anales con diamante BLACK STAR Plugress,,"descubre la nueva linea de plugs anales plugress, las formas mas impactantes al tacto y a la vista para los juegos oscuros mas profundos.no importa la experiencia que tengas en los juegos anales, ni siquiera hace cuanto que no visitas esas habitacion. lo importante es que encuentres algo adecuado para cada momento. los plugs plugress te permiten progresar poco a poco en tus dilataciones desde lo mas pequeño hasta el que te dejara la boca abierta solo de pensarlo.black star propone tres plugs oscuros metalizados con un diamante trasero, embelleciendo, impactando y estimulando a la vez. su peso y su material metalico es un perfecto transmisor de temperatura, enfrialos con unos hielos o calientalos en agua templada a tu gusto. su textura ultra lisa desliza como pocos con unas gotitas de tu lubricante anal de confianza.",Pequeño L: 7.0cm Max Dia.: 2.7cm 50gMediano L: 8.0cm Max Dia.: 3.4cm 90gGrande L: 9.0cm Max Dia.: 4.2cm  160gLimpiar antes y después de cada uso con agua templada y jabón o con Limpín Bactericida ,https://www.amantis.net/kit-3-plugs-anales-diamante-black-star-plugress/,True,True,False,False,False,True,True,False
9,CUORE TRÍO,kit de 3 plugs con corazón,"descubre la nueva linea de plugs trio, una propuesta progresiva y original que te ayudara a adentrarte en el maravilloso mundo del placer anal. una linea elaborada con materiales de primera calidad para que puedas disfrutar de las mejores sensaciones a tu ritmo.no importa la experiencia que tengas en los juegos anales, lo importante es encontrar algo adecuado para cada momento. los plugs trio te permiten progresar poco a poco en tus dilataciones desde tu vertiginoso primer contacto hasta la apertura total de tu mente y tus sensaciones con los tamaños mas atrevidos.enamorate de cuore y sus tres plugs de metal oscuro rematados con un hermoso diamante en forma de corazon. los plugs de cuore son una declaracion de amor al sexo anal que decorara tu ano estimulando a tu pareja con los destellos de su brillante corazon. sumerge cuore en un poco de agua tibia o enfrialo con unos hielos y podras sentir tu corazon palpitar al ritmo de un estimulante juego de temperaturas y contrastes. su textura ultra lisa desliza como pocos con unas gotitas de tu lubricante anal de confianza.enamorate del sexo anal a tu ritmo con cuore.",Pequeño L: 7.0cm Max Dia.: 2.7cm 50gMediano L: 8.0cm Max Dia.: 3.4cm 90gGrande L: 9.0cm Max Dia.: 4.2cm  160gIncluye bolsita de satén para su conservaciónLimpiar antes y después de cada uso con agua templada y jabón o con Limpín Bactericida ,https://www.amantis.net/cuore-trio-kit-3-plugs-corazon/,True,True,False,False,False,True,True,False
10,AVATAR FIRST LOVER,amante realista de suave silicona,"no es ciencia ficcion, aunque te aseguramos sensaciones extraplanetarias: son los nuevos dildos 100% de silicona exclusivos de amantis, la nueva linea avatar.first lover es muy realista. su tacto es calido y amable, su color sorprende, pero ademas su silueta y sus detalles te transportan a una experiencia autentica de palpitantes colores. su impacto visual tremendo estimula el juego a solas, pero genera sudores hasta la extenuacion en compañia.¿no sabes que es la silicona de doble densidad? significa que hay dos capas de silicona: una interior con la consistencia necesaria para que el dildo sea flexible y a la vez se mantenga erguido, y una segunda capa que envuelve por completo a la primera que hace que sea muy blandito… tanto, ¡que podras incluso pellizcar tu dildo!aplica unas gotas de tu lubricante de base de agua favorito y acaricialo. su material, 100% silicona medica, es consistente pero suave, suficientemente rigido para abrirse por profundos caminos pero maleable para adaptarse por donde pase. si nunca has probado la silicona te sorprendera, y si ya la has gozado, sabes por que es el mejor material de tus dildos favoritos. su potente ventosa permite adherir a first lover a cualquier superficie lisa o utilizarlo en un arnes de anillas como el de amantis. y su calidad y forma lo hacen un excelente compañero de juegos e ilusiones por cualquier compuerta que quieras probar.¿sera tu primer amante?","Material 100% silicona de doble densidadLongitud total Pequeño 17,5 cm, diámetro 3,8 cm, insertable 13 cmLongitud total Mediano 19 cm, diámetro 4 cm, insertable 15 cmPeso 235 grFabricado en una sola piezaUsa solo lubricantes de base acuosaLimpiar antes y después de su usoGuárdalo alejado del contacto con otros juguetes de silicona. ",https://www.amantis.net/avatar-first-lover-amante-realista-suave-silicona/,True,False,True,True,False,True,True,False
